name,discord_username,github_id,discourse_id,sourcecred_id,address,discord_id,totalGrainPaid,totalCred
renovate,,,,JYmmG4JyMl3K2v4xt4MAPw,,,,7.270775938821706
renovate-bot,,,,xDcoBarMLE2sYZOM8AhOEg,,,,5.9932344105897775
rex-discourse,,,,dMyxaGjQylyDRoeWcJLo6w,,,,2.531325679816581
rosamoc,,rosamoc,,8traortlh07mubQ9zCJXHA,,,99.23311899290672,33.5111232324376
roveneliah,,roveneliah,,5c81vzdJmcRBZYoR2yZBWA,,,0.0,0.7333480646135687
rperez89,,rperez89,,bjnndH4HokQLURvU2ZBnGA,,,0.0,133.24433270566445
santigs,santigs#9769,Santigs,santigs,VSm6fQE2OqXQEp6e52kAbg,,434632218246381569,608.0507704030545,216.6591110754664
santteegt,,,,I29jT03IolyGPtgeB7kj5Q,,,,17.59441944871935
saunic,,,,IqKASOWwc08SLl41vVjJIA,,,,2.894804864858603
sbilbao,sbilbao#9715,,sbilbao,7AWJaGhAVVkrugrjlEn2nw,,713828534958948402,50.50412431817441,25.181859519371447
sem,sem  &#x1F41D;#0161,sembrestels,sem,OYPr6j4d4IlPBlfwmnmWNg,,676517295643820032,1017.194946300014,654.8334242412558
sepandhaghighi,,,,W0yo4ZJkxTEEkqyyXNl0aA,,,,1.1525861667847852
sichen,,,sichen,O1kAqzNlOlG1Y45gjLXrNw,,,0.0,8.532895811385375
sidcode-discourse,,,,bPzlO4Ipqq8ubjgQpBURNQ,,,,3.671701577380895
singularityhacker,,,,aveQ5yDA4Cndx0PbwCvvPg,,,,4.808125761786896
sohkai,,sohkai,,y6TBltNMowUQ32NXOgzPuQ,,,0.0,1.4542641695408889
solsista,solsista#5370,solsista,Solsista,qHmKcWP1VSZwp7pEXtatJA,,466370740468318208,164.08838522466272,102.70406922283313
stef-discourse,,,,in5gF5JvlHJbzcyTqe1Qkw,,,,3.913544378786266
sudheerDev,,,,cqQecgI9lvbS9DAQvVwuNg,,,,88.70110511035763
system,,,system,YLL0KPUKda38hleL5NDhBw,,,0.0,12.842190730474064
t-rossi-discourse,,,,n6nflseS4TB293eD0b09qw,,,,1.7198706900533711
tecparamsbot,,,,gYky0agLwAEE8pcgF62Vfg,,,,575.5389524310382
teresacd11,,,,3dKK798Z8h4d4vA6QPXpNQ,,,,5.47243337919215
thefredo1000,,,,cdRI5i1ZSZRzbLUxlnaBjw,,,,19.28104414271981
thelastjosh,,,thelastjosh,sjB6uNZ0e8qTJdEnzLBN8Q,,,56.84002103085922,17.42410176954601
theode69,,,,3dR2mZYTEaf54YmPbm9zrA,,,,6.1757505000708965
tinahaibodi,,,,WVS7va6aM1Qn98aDdb5p2g,,,,9.740515556289369
tony888,,,,J9w8r11s59QPoXUWVEjY1A,,,,0.6408752973162584
tree-pi,,,,ZYk4OC45GooRx7cnH4wPbA,,,,57.378158921011895
trentmc0-discourse,,,,Unn2NOwMelkPtA8gVG8WsA,,,,8.884925933870932
twell-s,,,,7eAWNtd6dGP8Kx9mudIeAw,,,,5.544041094789431
twells,,,,uxblXOmRAqgWX6olmlSkRw,,,,9.009479382660595
vagpap,,,,ezC6Y3dhx6nejbzEayJjbw,,,,8.023679966465647
vasilysumanov,,,,OELj8ed4vwUGt8UeMiaotA,,,,4.40782653143764
vegayp,eduardovegap#0422,eduardovegap,vegayp,K75nyjCyrwIaaocVNNBphg,0x1d921dff757610FbDB0073479e12c0a07d382677,573648007384530954,178.85233841895516,99.7733939181524
vercel-github,,vercel,,lrcptYmJmPNOZ17KAyHWnw,,,0.0,36.367402500509925
vessenes,,,,DvqclcjLKjfNZ8dQ1EvzvA,,,,6.521222686992236
vic,,,vic,S6nkLF9A0qFxtV9b5Ha8Hw,,,28.81385557929788,6.2025998207394055
vivianedias,,vivianedias,,l1RBzLX5AADhl3VueDRagA,,,60.67950362606917,51.90384235597854
willjgriff,,willjgriff,,LEw4ujPRRRn6HZabOodtJw,,,0.0,66.94960506336604
willyogo,,,,lyRs3aIAAqtbh25SaYQoFA,,,,4.749625464719919
wirjo,,,,RZJ28vKLFJs2pImN17ZU7Q,,,,1.1525861667847852
witwiki-discourse,,,witwiki,qUVLkw1IxsksGTBS0OLuVw,,,0.0,0.6954381482049201
witwiki-github,,,,ZLQKd8Q7dfLkixCwJ9AVrw,,,,27.088263371044487
wkarshat,,,,42hqsGSZc1q5ibUb0WhLYQ,,,,2.77580495578765
wslyvh,,wslyvh,,3x3NC602Ia9sg5QQtMBQ4g,,,0.0,7.481733083527627
wslyvh-discourse,wslyvh#1059,,wslyvh,MOaLoPwjNKj1FARh0QOY3A,,615886828582469635,99.33075479038122,40.69150794426583
xm3van-github,,,,ZL9QOrcvhvXRCVT7SV9ZVg,,,,1.877293036199682
yarode,,,,W7hRsGkW9A65mX699583ag,,,,51.59068697514086
ygg-anderson,ygg_anderson#4998,LinuxIsCool,ygg_anderson,ip2eEaDGiz7ydHaUOAJetA,0x763d7D362B59aeA3858a92a302e18cd41b1252d4,659828514924658688,743.496438353387,277.8377145984638
zhiwei,,,,ZnzQIonT4tqsmk2Ilp70Ww,,,,21.40912939320195
zxqx,,,,52RNq9lhLGMtrZpNRldJsQ,,,,98.96612555460332
