name,totalCred,Sat Jul 16 2022,Sat Jul 09 2022,Sat Jul 02 2022,Sat Jun 25 2022,Sat Jun 18 2022,Sat Jun 11 2022,Sat Jun 04 2022,Sat May 28 2022,Sat May 21 2022,Sat May 14 2022,Sat May 07 2022,Sat Apr 30 2022,Sat Apr 23 2022,Sat Apr 16 2022,Sat Apr 09 2022,Sat Apr 02 2022,Sat Mar 26 2022,Sat Mar 19 2022,Sat Mar 12 2022,Sat Mar 05 2022,Sat Feb 26 2022,Sat Feb 19 2022,Sat Feb 12 2022,Sat Feb 05 2022,Sat Jan 29 2022,Sat Jan 22 2022,Sat Jan 15 2022,Sat Jan 08 2022,Sat Jan 01 2022,Sat Dec 25 2021,Sat Dec 18 2021,Sat Dec 11 2021,Sat Dec 04 2021,Sat Nov 27 2021,Sat Nov 20 2021,Sat Nov 13 2021,Sat Nov 06 2021,Sat Oct 30 2021,Sat Oct 23 2021,Sat Oct 16 2021,Sat Oct 09 2021,Sat Oct 02 2021,Sat Sep 25 2021,Sat Sep 18 2021,Sat Sep 11 2021,Sat Sep 04 2021,Sat Aug 28 2021,Sat Aug 21 2021,Sat Aug 14 2021,Sat Aug 07 2021,Sat Jul 31 2021,Sat Jul 24 2021,Sat Jul 17 2021,Sat Jul 10 2021,Sat Jul 03 2021,Sat Jun 26 2021,Sat Jun 19 2021,Sat Jun 12 2021,Sat Jun 05 2021,Sat May 29 2021,Sat May 22 2021,Sat May 15 2021,Sat May 08 2021,Sat May 01 2021,Sat Apr 24 2021,Sat Apr 17 2021,Sat Apr 10 2021,Sat Apr 03 2021,Sat Mar 27 2021,Sat Mar 20 2021,Sat Mar 13 2021,Sat Mar 06 2021,Sat Feb 27 2021,Sat Feb 20 2021,Sat Feb 13 2021,Sat Feb 06 2021,Sat Jan 30 2021,Sat Jan 23 2021,Sat Jan 16 2021,Sat Jan 09 2021,Sat Jan 02 2021,Sat Dec 26 2020,Sat Dec 19 2020,Sat Dec 12 2020,Sat Dec 05 2020,Sat Nov 28 2020,Sat Nov 21 2020,Sat Nov 14 2020,Sat Nov 07 2020,Sat Oct 31 2020,Sat Oct 24 2020,Sat Oct 17 2020,Sat Oct 10 2020,Sat Oct 03 2020,Sat Sep 26 2020,Sat Sep 19 2020,Sat Sep 12 2020,Sat Sep 05 2020,Sat Aug 29 2020,Sat Aug 22 2020,Sat Aug 15 2020,Sat Aug 08 2020,Sat Aug 01 2020,Sat Jul 25 2020,Sat Jul 18 2020,Sat Jul 11 2020,Sat Jul 04 2020,Sat Jun 27 2020,Sat Jun 20 2020,Sat Jun 13 2020,Sat Jun 06 2020,Sat May 30 2020,Sat May 23 2020,Sat May 16 2020,Sat May 09 2020,Sat May 02 2020,Sat Apr 25 2020,Sat Apr 18 2020,Sat Apr 11 2020,Sat Apr 04 2020,Sat Mar 28 2020,Sat Mar 21 2020,share,tec,10% vested per round
ekeneodigwe,1.31299042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0005,0.005,0.0495,0.4897,1.1201,0.1132,0.0114,0.0012,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005283082523,0.6760760704,0.06760760704
danibelle,1.239377775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0027,0.0263,0.26,0.3094,0.0313,0.0033,0.0013,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004986887156,0.6381719493,0.06381719493
danielo,1.167281426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0015,0.0147,0.1451,1.4363,0.1451,0.0147,0.0015,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004696792913,0.6010485891,0.06010485891
ishanjain28,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0104,0.1025,1.0147,0.1446,0.4316,0.0436,0.0044,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
wirjo,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0143,0.1418,1.4037,0.1418,0.0143,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
seb-ethmonk,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0143,0.1416,1.4014,0.1416,0.0143,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
0xmodene,1.151306868,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0056,0.0559,0.5531,0.056,0.0065,0.0091,0.0847,0.8379,0.0846,0.0086,0.0009,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
kristofernoaccess,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0141,0.1391,1.3772,0.1391,0.0141,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
fabianschu,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0141,0.1391,1.3772,0.1391,0.0141,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
murphy,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0005,0.0052,0.0513,0.5074,0.9982,0.1008,0.0102,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
sepandhaghighi,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0058,0.0577,0.571,0.0657,0.0857,0.7912,0.0799,0.0081,0.0008,0.0001,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
erichdylus,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0138,0.1367,1.3531,0.1367,0.0138,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
p-murli,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.007,0.0696,0.6892,0.0696,0.007,0.0007,0.0001,0,0,0,0,0,0,0,0,0.0001,0.0006,0.006,0.0593,0.5874,0.0593,0.006,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
a-jwc,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0013,0.0129,0.1281,1.2685,0.1281,0.0129,0.0013,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
georgesmith9914,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0062,0.0609,0.0129,0.0683,0.6697,0.0677,0.0068,0.0007,0.0001,0,0,0.0001,0.0005,0.0052,0.0518,0.5126,0.0518,0.0052,0.0005,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
panteo92,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.004,0.0399,0.3953,0.0399,0.004,0.0004,0.0005,0.0041,0.0404,0.4,0.08,0.4004,0.0445,0.0000463251605,0.5928230789,0.05928230789
brandoniles,1.151306868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0021,0.021,0.2078,0.0219,0.0114,0.0921,0.9094,0.0919,0.0093,0.0009,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463251605,0.5928230789,0.05928230789
manualzuru,1.127044146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0011,0.0114,0.1124,1.1124,0.1124,0.0114,0.0011,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004534890078,0.5803298833,0.05803298833
biancagadelha,1.042182458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0008,0.0077,0.0763,0.7552,0.454,0.0459,0.0046,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004193431915,0.5366334821,0.05366334821
mayasierra,0.8608735268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.007,0.0696,0.6892,0.4831,0.0488,0.0049,0.0005,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003463898756,0.4432751238,0.04432751238
roveneliah,0.7326321467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0103,0.1023,1.0128,0.1023,0.0103,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002947893625,0.3772419472,0.03772419472
kelsien,0.7142426482,0,0,0,0,0,0,0,0.0001,0.001,0.0097,0.0962,0.952,0.0962,0.0097,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002873899758,0.3677729521,0.03677729521
fobey123,0.689204907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002773155343,0.3548806892,0.03548806892
tiberiusb,0.6820381646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002744318505,0.3511904391,0.03511904391
marc,0.6649383704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002675514024,0.3423855297,0.03423855297
guccukudo,0.6549062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002635147558,0.3372198329,0.03372198329
maindefi,0.6495231291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002613487683,0.3344480188,0.03344480188
unclebimbim,0.6446192059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002593755756,0.3319229241,0.03319229241
tony888,0.6401682486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000257584643,0.3296310676,0.03296310676
anatech,0.6264583854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002520682022,0.3225716783,0.03225716783
rohekbenitez,0.595663614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000239677303,0.3067150447,0.03067150447
phacker3,0.5925444363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002384222388,0.305108939,0.0305108939
radical-sociologist,0.5906326276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002376529839,0.3041245235,0.03041245235
joshuavial,0.3951376146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001589916113,0.203461565,0.0203461565
patriciatea,0.3591968069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001445301004,0.1849551695,0.01849551695
